"climbRate","Sgz","'p'","'q'","curPitch","curRoll","absRoll","diffClb"
"-128","13","0.1","0.01","0.63","-0.5","-6","1"
"-133","5","0.21","0.02","0.64","0.3","-6","-2"
"-138","3","0.2","0.02","0.64","0.4","-6","-2"
"200","6","-0.21","0.05","0.33","0.6","-5","3"
"-212","40","0.23","0.07","0.73","0.7","-5","-8"
"-211","-34","-0.31","-0.04","0.69","-0.4","-6","4"
"372","-24","0.37","-0.05","0.15","-0.4","-6","6"
"385","-15","0.4","0.1","0.21","0.3","-6","-11"
"-203","-8","-0.46","0.06","0.72","0.4","-6","-6"
"-211","-11","-0.55","-0.02","0.69","-0.1","-6","3"
"-175","-16","-0.56","-0.05","0.65","-0.9","-7","6"
"237","-14","0.26","-0.06","0.27","-1.7","-8","8"
"301","0","0.41","0.04","0.25","-0.7","-7","-4"
"236","10","0.29","0.06","0.32","0.2","-6","-6"
"183","15","0.17","0.04","0.36","0.4","-6","-5"
"65","21","-0.12","-0.06","0.45","0.6","-5","-2"
"87","23","-0.29","0.06","0.44","0.3","-6","1"
"65","24","-0.33","0.06","0.48","0.1","-6","-7"
"24","26","0.31","0.01","0.49","-0.6","-6","0"
"-53","26","0.37","0.08","0.6","0.3","-6","-11"
"-212","-7","-0.31","-0.09","0.67","0.5","-5","9"
"225","-8","-0.14","-0.1","0.26","-0.7","-7","12"
"392","16","0.26","0.25","0.18","-0.5","-6","-2"
"-43","22","0.39","0.19","0.63","0.4","-6","-22"
"-559","6","0.3","0.04","1.05","1.5","-4","-10"
"-439","-48","0.1","-0.06","0.89","2.5","-4","6"
"-358","-58","0.05","-0.04","0.82","2.6","-3","5"
"350","-65","-0.14","-0.12","0.15","1.7","-4","12"
"548","-50","-0.14","-0.02","0.01","1.4","-5","1"
"539","-4","-0.17","0.09","0.05","0.6","-5","-8"
"355","14","-0.13","0.09","0.22","0.3","-6","-10"
"-207","14","0.21","-0.02","0.68","0.6","-5","6"
"48","19","-0.23","0.11","0.5","-0.6","-7","-9"
"22","-3","0.32","-0.04","0.47","0","-6","5"
"60","-2","0.34","-0.04","0.44","0.3","-6","5"
"121","1","0.29","-0.01","0.39","0.8","-5","3"
"-58","-46","0.17","0.12","0.73","-1","-12","-7"
"-147","-48","0.37","0.05","0.81","-0.7","-12","-7"
"127","-45","0.49","0.03","0.51","1.6","-9","0"
"80","-42","0.4","0.09","0.59","2.3","-9","-9"
"-252","-47","-0.2","0.12","0.91","2.7","-8","-11"
"-344","-52","-0.35","0.01","0.98","2.4","-9","-7"
"-163","-71","-0.2","-0.03","0.75","1.1","-10","6"
"-78","-76","-0.23","0.08","0.71","0.6","-10","-5"
"-112","-77","-0.3","0.09","0.75","0.4","-11","-6"
"-147","-79","-0.34","0.07","0.78","0.2","-11","-5"
"350","-78","0.03","-0.1","0.21","-0.8","-12","16"
"534","-67","0.16","0.22","0.12","-0.7","-12","-1"
"-19","-45","0.03","0.17","0.68","0.1","-11","-14"
"285","-41","-0.05","0.02","0.31","-0.6","-12","4"
"326","-36","-0.04","","0.27","-0.6","-12","4"
"13","-20","0.15","0.13","0.61","-0.5","-11","-9"
"-53","-21","0.2","0.21","0.67","-0.2","-11","-8"
"-213","-36","0.14","0.02","0.77","0.6","-10","2"
"-366","-58","-0.2","-0.19","0.88","0.6","-10","4"
"709","-33","0.27","0.08","-0.11","0.3","-11","5"
"736","","0.35","0.06","-0.13","0.8","-10","2"
"618","11","0.21","0.44","0.14","1.4","-10","-33"
"198","20","0.06","0.33","0.5","1.6","-9","-29"
"15","21","-0.06","0.31","0.68","1.6","-9","-32"
"-573","-11","-0.16","0.05","1.09","0.7","-10","2"
"-523","-22","-0.09","","0.98","0.6","-10","15"
"114","-33","0.06","-0.16","0.37","0.6","-10","22"
"567","-9","0.03","0.12","0.04","0.8","-10",""
"152","17","-0.19","0.2","0.48","0.5","-10","-18"
"-148","17","-0.24","0.08","0.73","0.1","-11","-14"
"-346","-4","-0.06","0.08","0.88","-0.7","-12","-3"
"-295","-16","0.12","0.01","0.8","-0.7","-12","5"
"-147","-36","0.08","0.03","0.68","0.6","-10","1"
"-138","-47","-0.25","0.05","0.67","0.3","-11","-1"
"-88","-56","-0.21","0.04","0.62","-1","-12","2"
"186","-56","0.04","-0.07","","-1.3","-12","16"
"331","-25","0.41","0.09","0.26","0.1","-11","-6"
"302","-22","0.43","0.09","0.28","0.3","-11","-6"
"10","-11","0.05","0.13","0.57","1.4","-10","-11"
"-329","-22","-0.33","0.11","0.87","0.7","-10","-9"
"-390","-26","-0.36","0.11","0.92","0.5","-11","-9"
"101","-57","0.38","-0.04","0.41","0.3","-11","8"
"264","-49","0.4","-0.02","0.28","1.3","-10","4"
"470","-26","-0.25","-0.04","0.07","1.9","-9","11"
"427","-17","-0.47","0.04","0.17","1.5","-10","-7"
"24","-9","-0.73","0.14","0.58","0.2","-11","-18"
"-219","-12","-0.6","0.06","0.75","-1.2","-12","-6"
"-263","-22","-0.3","0.06","0.76","-2.2","-13","5"
"69","-32","0.42","-0.02","0.44","-1.7","-13","8"
"184","-28","0.52","0.12","0.38","-0.9","-12","-2"
"-7","-21","0.15","0.14","0.58","0.5","-11","-11"
"-59","-22","0.02","0.07","0.6","0.5","-10","-4"
"1","-27","-0.1","-0.02","0.51","-0.2","-11","7"
"86","-23","-0.04","0.07","0.46","-0.3","-11","-2"
"11","-20","-0.18","0.07","0.54","-0.6","-12","-3"
"363","-5","0.31","-0.02","0.18","-0.6","-11","7"
"225","12","0.29","0.12","0.36","0.5","-11","-10"
"-216","13","-0.23","0.14","0.77","0.7","-10","-12"
"65","-28","0.2","-0.01","0.45","-0.7","-12","6"
"0","-18","-0.23","0.08","0.55","-0.3","-11","-5"
"-29","-18","-0.3","0.08","0.57","-0.5","-11","-5"
"257","-15","-0.16","-0.06","0.25","-1.6","-12","12"
"404","-8","-0.04","-0.06","0.12","-1.7","-13","12"
"-275","32","0.39","0.01","0.8","0.2","-11","-10"
"-342","26","0.42","0.1","0.87","0.7","-10","-9"
"-516","8","0.22","0.08","1.01","1.5","-9","-4"
"-563","-4","0.07","0.07","1.06","1.7","-9","-5"
"-444","-25","-0.23","0.01","0.93","1.5","-9","0"
"-344","-48","-0.43","-0.02","0.83","0.2","-11","5"
"22","-61","-0.12","-0.07","0.46","-1","-12","13"
"248","-45","0.31","0.05","0.31","-0.5","-11","0"
"162","-24","0.21","0.06","0.39","1.4","-10","-4"
"4","-19","-0.1","0.12","0.58","1.6","-9","-15"
"-55","-21","-0.38","0.06","0.59","0.7","-10","-3"
"206","-22","-1.03","0.23","0.72","0.7","-14","-10"
"62","-19","-0.59","0.22","0.87","-0.7","-16","-9"
"-189","-22","0.4","-0.04","1.09","-1","-16","-6"
"-66","-26","0.8","0.13","0.92","0.1","-15","5"
"-94","-27","0.75","0.19","1.01","0.8","-14","-9"
"-155","-29","0.61","0.19","1.07","1.4","-14","-9"
"-189","-30","0.52","0.2","1.11","1.6","-13","-10"
"-314","-35","0.16","0.08","1.24","2","-13","-12"
"-324","-39","-0.13","-0.03","1.16","2","-13","6"
"-166","-48","-0.64","-0.03","0.96","1.2","-14","10"
"23","-50","-0.79","-0.06","0.75","-0.2","-15","11"
"225","-47","-0.58","-0.03","0.52","-1.2","-16","14"
"278","-45","-0.51","0.07","0.48","-1.4","-16","12"
"424","-25","0.28","0.15","0.37","-1.8","-17","0"
"276","-4","0.45","0.2","0.56","-0.3","-15","-10"
"31","2","0.29","0.23","0.85","0.5","-15","-17"
"-241","-3","0.2","-0.03","1.05","1","-14","-5"
"-32","-20","-0.12","0.06","0.79","0.7","-14","4"
"62","-19","-0.29","0.09","0.7","0.1","-15","1"
"80","-17","-0.35","0.18","0.69","-0.6","-15","-2"
"20","-15","-0.02","0.14","0.74","-1.2","-16","-2"
"77","-28","-0.09","0.03","0.61","-0.6","-15","8"
"132","-15","0.13","0.15","0.6","-0.7","-16","-4"
"-49","-12","0.03","0.19","0.8","-0.3","-15","-9"
"-76","-18","-0.13","0.05","0.73","-0.5","-15","10"
"153","-15","0","0.05","0.52","-0.8","-16","5"
"201","-10","0.13","0.25","0.53","-0.7","-16","-7"
"87","10","-0.24","0.11","0.56","-1.3","-16","3"
"-34","11","-0.16","0.2","0.72","-1.8","-17","-7"
"-156","9","-0.02","0.2","0.84","-1.9","-17","-9"
"-236","-1","0.3","0.09","0.85","-1.6","-17","8"
"-156","-8","0.48","0.12","0.79","-0.8","-16","2"
"-302","-19","0.17","0.18","0.97","0.6","-14","-9"
"-106","-29","-0.2","-0.04","0.68","0.6","-14","14"
"316","-22","-0.37","0.01","0.29","-0.9","-16","10"
"352","-5","-0.16","0.17","0.32","-1.6","-17","-6"
"213","7","0.16","0.17","0.45","-1.6","-17","-6"
"93","12","0.37","0.23","0.58","-1.1","-16","-10"
"13","12","0.19","0.06","0.59","-0.1","-15","4"
"-111","11","-0.04","0.26","0.77","0.1","-15","-10"
"-294","-5","-0.04","0.09","0.89","-0.2","-15","1"
"289","-4","-0.08","0.08","0.31","-0.8","-16","3"
"305","17","0.08","0.13","0.32","-0.9","-16","-3"
"211","26","0.21","0.3","0.47","-0.6","-16","-18"
"-101","28","0.25","0.3","0.76","-0.1","-15","-19"
"-337","14","-0.12","0.09","0.89","0.2","-15","3"
"-267","-1","-0.3","0.09","0.83","-0.6","-16","2"
"-137","-11","-0.05","0.04","0.67","-1.2","-16","11"
"147","9","-0.01","0.11","0.44","0.1","-15","-3"
"38","21","0.15","0.11","0.54","0.4","-15","-3"
"-237","18","-0.05","0.18","0.82","0.8","-14","-12"
"-388","8","-0.18","-0.11","0.88","0.6","-14","6"
"-159","-5","-0.22","-0.1","0.63","0","-15","19"
"80","-5","-0.03","-0.07","0.42","-0.3","-15","17"
"-95","1","-0.16","0.15","0.66","-0.5","-15","-6"
"-46","-12","0.23","0.07","0.58","-0.7","-16","3"
"-3","-13","0.17","0.1","0.56","0.5","-14","-2"
"117","-11","-0.22","0.01","0.41","0.6","-14","7"
"228","-7","-0.45","0.02","0.31","0.1","-15","8"
"-94","8","0.21","0.2","0.67","-0.9","-16","-11"
"-214","3","0.31","0.19","0.77","-0.3","-15","-10"
"-433","-15","-0.01","0.05","0.94","0.3","-15","-3"
"-102","-37","0.05","-0.03","0.59","0.1","-15","12"
"200","-9","-0.28","0.13","0.37","-0.6","-16","-4"
"-35","-3","0.17","0.1","0.54","-1.3","-16","7"
"-69","-3","0.33","0.12","0.6","0.5","-15","-4"
"-87","-4","0.32","0.12","0.62","0.7","-14","-4"
"-154","-11","0.01","0.08","0.67","1.2","-14","-2"
"-48","-18","-0.38","0.02","0.55","0.6","-14","6"
"99","-16","-0.42","0.07","0.43","-0.8","-16","4"
"194","-11","-0.24","0.07","0.34","-1.7","-17","6"
"241","2","0.19","0.15","0.34","-1.8","-17","-7"
"201","5","0.32","0.17","0.37","-1.6","-16","-6"
"-119","8","-0.12","0.16","0.66","-0.6","-15","-7"
"-132","-11","0.32","-0.01","0.6","-0.8","-16","15"
"122","-10","0.39","0.02","0.39","0.4","-15","7"
"135","-1","-0.03","0.14","0.43","1","-14","-7"
"-10","2","-0.3","0.12","0.55","0.6","-14","-5"
"-53","-10","0.17","0.13","0.59","-0.4","-15","-5"
"237","-6","-0.14","0.03","0.29","0.5","-14","6"
"439","23","-0.03","0.07","0.12","-0.4","-15","4"
"-292","41","-0.24","-0.09","0.72","-0.9","-16","17"
"98","36","0.35","0.06","0.42","-1","-16","5"
"128","37","0.41","0.06","0.39","-0.8","-16","5"
"73","42","0.47","0.17","0.5","0.3","-15","-13"
"-431","31","-0.04","0.2","0.97","1.3","-14","-15"
"-541","3","-0.33","0.02","1","0.6","-14","5"
"-460","-8","-0.38","0.03","0.92","0.2","-15","7"
"-214","-19","-0.11","-0.08","0.65","-0.4","-15","19"
"277","-14","0.3","0.11","0.27","0.4","-15","2"
"-86","6","-0.31","0.14","0.63","0.7","-14","-7"
"-302","-4","-0.27","0.18","0.83","-0.5","-15","-9"
"-352","-7","-0.22","0.18","0.88","-0.6","-16","-10"
"-357","-23","0.13","0.06","0.83","-0.8","-16","6"
"89","-39","-0.17","0.04","0.43","0.7","-14","5"
"232","-28","-0.2","0.07","0.31","-0.3","-15","3"
"268","-19","-0.11","0.17","0.3","-0.6","-16","-5"
"127","-10","0.09","0.16","0.44","-0.7","-16","-9"
"-38","-8","0.2","0.24","0.61","-0.3","-15","-12"
"-159","-28","0.21","-0.15","0.62","0.2","-15","10"
"141","-28","0.27","-0.03","0.35","0.7","-14","13"
"172","-8","-0.11","0.14","0.39","1.2","-14","-8"
"-125","-7","0.02","0.12","0.65","0.4","-15","-4"
"-142","-14","0.18","0.07","0.64","0.6","-14","4"
"-194","-24","-0.48","0.12","0.71","0.6","-14","-5"
"47","-32","0.01","0.04","0.46","-1.6","-16","8"
"145","-27","0.54","0.16","0.43","-0.8","-16","-11"
"-33","-25","0.59","0.28","0.62","0.7","-14","-16"
"-218","-31","-0.21","0.05","0.7","1.2","-14","6"
"-138","-37","-0.87","-0.14","0.6","0.1","-15","9"
"51","-37","-0.82","-0.05","0.41","-0.8","-16","18"
"288","-31","-0.36","0.02","0.24","-2.2","-17","8"
"440","-18","0.33","0.09","0.12","-2.2","-17","2"
"473","-6","0.71","0.12","0.09","-1.4","-16","1"
"45","20","-0.26","0.21","0.53","1.2","-14","-15"
"-148","19","-0.83","0.21","0.71","0.4","-15","-14"
"-215","17","-0.9","0.14","0.75","-0.2","-15","-9"
"-260","10","-0.54","0.04","0.75","-1.6","-17","2"
"-141","3","0.32","0.21","0.64","-1.9","-17","6"
"-217","-1","0.79","0.15","0.74","-1.2","-16","-7"
"-398","-10","0.72","0.25","0.94","0.4","-15","-16"
"-526","-16","0.5","0.22","1.06","0.9","-14","-17"
"-699","-45","0.1","0.06","1.14","1.4","-14","4"
"-665","-63","0.1","0.08","1.12","1.6","-13","2"
"-604","-85","-0.3","-0.19","0.97","1.4","-14","25"
"-260","-97","-0.46","-0.15","0.67","0.8","-14","22"
"28","-99","-0.42","-0.14","0.41","0.2","-15","24"
"315","-95","-0.13","-0.1","0.17","-0.3","-15","18"
"414","-87","0.12","0.01","0.13","-0.3","-15","5"
"392","-56","0.24","0.12","0.18","0.4","-15","-4"
"-68","-43","-0.09","0.22","0.64","1.1","-14","-16"
"-308","-48","-0.37","0.07","0.84","0.7","-14","-15"
"-34","-55","-0.41","0","0.52","-0.5","-15","9"
"170","-53","-0.05","0.04","0.34","-1","-16","10"
"332","-45","0.49","0.06","0.2","-0.5","-15","8"
"381","-36","0.55","0.17","0.18","0.4","-15","2"
"-35","-21","-0.43","0.18","0.59","1.2","-14","-12"
"-120","-22","-0.66","-0.02","0.62","0.6","-14","-1"
"-77","-24","-0.79","0.03","0.57","-0.4","-15","4"
"31","-25","-0.64","0.03","0.46","-1.4","-16","10"
"174","-21","-0.1","0.05","0.34","-2.2","-17","9"
"256","-18","0.21","0.05","0.26","-2.2","-17","8"
"326","-13","0.46","0.17","0.23","-1.8","-17","3"
"-32","1","-0.09","0.27","0.62","-0.5","-15","-18"
"-14","-15","0.23","0.08","0.52","-1.7","-17","4"
"-27","-14","-0.16","0.12","0.55","-0.8","-16","-3"
"-39","-15","-0.26","0.11","0.55","-1.4","-16","2"
"144","-11","0.34","0.08","0.38","-1.4","-16","3"
"168","-9","0.41","0.08","0.36","-1.1","-16","3"
"113","0","-0.06","0.14","0.44","-0.3","-15","-6"
"-15","2","-0.05","0.2","0.55","-1.5","-16","-3"
"-77","2","0.1","0.17","0.63","-1.5","-16","-10"
"-342","-8","0.18","0.22","0.88","-1","-16","-13"
"-326","-25","0.24","0.04","0.78","-0.6","-15","9"
"-124","-36","0.16","0.05","0.62","0.4","-15","4"
"-37","-38","0.03","-0.07","0.5","0.5","-15","12"
"276","-31","-0.18","0.02","0.25","0.6","-14","5"
"392","-20","-0.53","0","0.14","-0.3","-15","5"
"447","-16","-0.42","0","0.07","-0.6","-15","11"
"562","-6","-0.18","0.09","-0.02","-0.9","-16","7"
"618","16","0.29","0.35","0.03","-0.8","-16","-17"
"-38","34","0.32","0.28","0.63","0.9","-14","-22"
"-369","20","0.06","0.08","0.86","1.4","-14","-4"
"-391","-2","-0.05","0.08","0.87","1.3","-14","-1"
"-73","-24","-0.26","-0.02","0.54","0.7","-14","10"
"444","7","0.14","0.26","0.18","-0.2","-15","-17"
"-74","20","0.19","0.2","0.63","0.7","-14","-14"
"-281","9","0.02","0.1","0.78","1.1","-14","-4"
"-402","-15","0.21","0.11","0.89","1.1","-14","-4"
"-443","-24","0.36","0.1","0.93","1.5","-14","-4"
"-279","-56","-0.39","0","0.74","1.6","-13","7"
"-124","-60","-0.55","-0.04","0.58","1.1","-14","14"
"281","-55","-0.18","0.12","0.27","-0.2","-15","0"
"301","-38","-0.08","0.11","0.25","-0.4","-15","-2"
"293","-34","-0.11","0.11","0.26","-0.5","-15","-2"
"59","-22","0.1","0.2","0.5","-0.7","-16","-11"
"-156","-23","-0.03","0.08","0.67","0.2","-15","-7"
"-43","-29","-0.22","0.05","0.54","-0.5","-15","6"
"-31","-29","-0.21","0.05","0.52","-0.5","-15","6"
"355","-22","0.2","0.02","0.14","-0.8","-16","15"
"484","6","0.32","0.22","0.11","0.5","-14","-7"
"-164","21","-0.5","0.25","0.73","0.4","-15","-18"
"-326","16","-0.69","-0.05","0.8","-0.4","-15","1"
"237","11","0.14","-0.06","0.23","-1.8","-17","18"
"116","25","0.37","0.25","0.47","-0.6","-16","-17"
"-110","25","0.14","0.25","0.68","-0.3","-15","-17"
"-216","17","0.31","0.08","0.7","0.3","-15","5"
"-316","-15","-0.45","0.07","0.79","0.7","-14","2"
"-240","-26","-0.54","0.03","0.7","-0.6","-15","8"
"-14","-32","-0.17","0.03","0.5","-1.6","-17","9"
"177","-29","0.2","0.01","0.32","-1.6","-17","11"
"23","-25","0.34","0.33","0.56","-0.8","-16","-16"
"-196","-26","0.04","0.26","0.76","-0.6","-16","-18"
"-335","-33","0.02","0.25","0.84","-0.6","-16","-5"
"-449","-58","-0.04","0.04","0.89","-0.4","-15","9"
"-208","-68","-0.18","-0.08","0.63","-0.6","-16","22"
"200","-68","0.14","-0.16","0.23","-0.7","-16","27"
"583","-59","0.44","-0.16","-0.12","-0.2","-15","27"
"782","-47","0.38","0.14","-0.23","0.3","-15","9"
"380","-20","-0.29","0.26","0.25","0.6","-14","-22"
"144","-15","-0.64","0.27","0.46","0","-15","-21"
"-78","-15","-0.31","0.16","0.61","-1.2","-16","-8"
"311","-27","-0.43","0.06","0.75","0.2","-16","7"
"424","-16","-0.34","0.07","0.6","-0.6","-17","6"
"268","18","0.33","0.28","0.9","-0.8","-17","-15"
"248","33","0.34","0.17","0.82","0.9","-15","-4"
"-37","42","-0.12","0.26","1.19","1.3","-15","-12"
"-313","33","-0.31","0.22","1.46","0.6","-15","-6"
"-549","6","-0.22","0.01","1.67","-0.5","-16","-2"
"-141","-18","0.16","-0.01","1.11","-0.8","-17","12"
"256","-10","-0.16","0.08","0.68","-0.1","-16","5"
"315","-3","-0.33","0.1","0.61","-0.5","-16","4"
"195","22","-0.09","0.24","0.78","-1.8","-18","-7"
"38","27","0.17","0.23","0.95","-1.7","-18","-7"
"-151","25","0.21","0.22","1.16","-1.1","-17","-10"
"-269","20","-0.08","0.25","1.29","-1","-17","-10"
"-334","9","-0.29","0.05","1.28","-1.5","-17","1"
"8","-7","0.29","0.11","0.88","-1.8","-18","3"
"-317","-21","-0.1","0.18","1.24","0.1","-16","-6"
"-388","-29","-0.21","0.19","1.32","-0.2","-16","-6"
"-366","-34","-0.22","-0.11","1.18","-0.4","-16","13"
"89","-42","0.2","-0.02","0.69","-0.7","-17","14"
"358","-27","0.19","0.09","0.46","0.6","-15","-1"
"351","-17","-0.09","0.28","0.48","0.6","-15","-3"
"275","-14","-0.22","0.44","0.67","0.6","-15","-22"
"282","6","0.45","0.14","0.53","-0.2","-16","-3"
"123","17","0.56","0.1","0.71","1.5","-14","-9"
"11","19","0.27","0.09","0.81","2.4","-14","-8"
"-24","19","0","0.12","0.83","2.6","-13","-4"
"-125","16","-0.34","0.03","0.92","2","-14","-5"
"141","13","-0.2","-0.06","0.56","1.1","-15","14"
"245","21","-0.11","0.19","0.56","0.8","-15","-10"
"184","24","-0.05","0.19","0.61","0.7","-15","-8"
"-31","27","-0.05","0.22","0.84","0.7","-15","-12"
"-203","24","-0.1","0.14","1.01","0.6","-15","-12"
"-50","15","0.14","0.01","0.72","0.5","-16","17"
"-46","20","-0.39","0.17","0.81","0.8","-15","-7"
"-151","16","-0.65","0.02","0.88","-0.4","-16","-2"
"111","13","-0.17","0.02","0.56","-1.9","-18","12"
"312","21","0.25","0.42","0.45","-1.8","-18","-3"
"-135","26","0.43","0.29","0.93","-0.6","-17","-17"
"-586","5","0.21","0.22","1.33","0.6","-15","-8"
"-657","-7","0.11","0.08","1.37","0.7","-15","-3"
"-657","-27","-0.24","-0.08","1.33","0.7","-15","5"
"-488","-40","-0.49","0","1.14","0.1","-16","11"
"-379","-47","-0.46","-0.01","1.03","-0.5","-16","10"
"146","-54","0.19","-0.08","0.46","-0.9","-17","20"
"339","-50","0.42","-0.07","0.27","-0.6","-17","19"
"526","-41","0.57","0.07","0.14","0.1","-16","9"
"493","-25","0.48","0.19","0.22","1.1","-15","-5"
"174","-3","-0.19","0.18","0.55","1.5","-14","-9"
"-61","0","-0.11","0.15","0.75","0.6","-15","-5"
"-257","-10","0.15","0.1","0.94","0.7","-15","-7"
"215","-21","-0.35","0.05","0.42","-0.4","-16","7"
"236","12","0.45","0.16","0.43","-0.6","-17","-4"
"201","16","0.55","0.23","0.47","-0.2","-16","-5"
"-209","17","0.15","0.27","0.91","1.1","-15","-18"
"-497","6","-0.21","-0.05","1.12","1","-15","-8"
"-467","-2","-0.3","0.13","1.07","0.8","-15","4"
"75","-19","0.07","-0.05","0.5","-0.4","-16","14"
"337","-12","0.38","0.04","0.26","0.2","-16","10"
"463","-3","0.41","0.02","0.15","0.8","-15","9"
"416","18","0.24","0.19","0.29","1.5","-14","-16"
"171","28","0.03","0.24","0.52","1.9","-14","-16"
"-39","29","-0.24","0.23","0.71","1.7","-14","-16"
"-207","19","-0.08","0.07","0.8","1","-15","2"
"-21","10","0.13","0.14","0.63","1.3","-15","-2"
"40","7","-0.21","0.11","0.57","0.9","-15","-4"
"-79","7","-0.38","0.15","0.69","-0.2","-16","-5"
"98","2","0.41","0.11","0.5","-0.9","-17","-2"
"102","6","0.62","0.18","0.51","0.2","-16","-3"
"-17","7","0.4","0.16","0.63","1.3","-15","-9"
"-290","-8","-0.19","0.11","0.86","1.7","-14","-2"
"-233","-21","-0.25","0.04","0.77","1","-15","9"
"-159","-24","-0.18","0.02","0.7","0.8","-15","8"
"-8","-27","-0.18","0.02","0.54","0.5","-15","13"
"268","-20","-0.1","0.03","0.29","-0.3","-16","11"
"480","1","0.47","0.15","0.12","0.3","-16","4"
"460","7","0.59","0.12","0.17","0.8","-15","-6"
"433","13","0.66","0.16","0.19","1.3","-15","-4"
"29","29","-0.34","0.14","0.57","2.2","-14","-9"
"-179","27","-0.62","0.24","0.81","1.5","-15","-22"
"-423","6","-0.33","0.09","0.95","-0.5","-16","1"
"-250","-14","0.37","0.03","0.76","-0.5","-16","9"
"-140","-18","0.62","0.03","0.66","0.2","-16","9"
"-135","-21","0.48","0.14","0.72","1","-15","-10"
"-206","-23","0.15","0.2","0.8","1.3","-15","-11"
"282","-31","0.38","-0.02","0.26","1.3","-15","11"
"376","-14","0.34","0.1","0.24","2.4","-14","-9"
"209","-3","-0.09","0.17","0.4","2.8","-13","-11"
"79","2","-0.38","0.15","0.51","2.4","-14","-9"
"2","2","-0.22","0.09","0.56","1.8","-14","-3"
"-16","2","-0.04","0.1","0.57","1.6","-14","-3"
"-332","-23","-0.51","0.1","0.86","0.4","-16","-2"
"-318","-27","-0.55","0.03","0.82","-0.1","-16","5"
"103","-34","0.19","0.04","0.44","-1.1","-17","5"
"236","-27","0.64","0.21","0.36","0.2","-16","-6"
"146","-22","0.61","0.17","0.44","1.2","-15","-7"
"15","-20","0.34","0.17","0.57","1.8","-14","-11"
"-258","-23","-0.12","0.16","0.84","2","-14","-18"
"-108","-29","-0.39","-0.1","0.59","1.5","-14","11"
"140","-28","-0.19","0.04","0.39","0.9","-15","8"
"85","-7","0.13","0.16","0.49","1.2","-15","-8"
"-148","-8","0.01","0.06","0.69","1.5","-14","-6"
"-206","-15","-0.18","0.13","0.74","1.4","-15","-5"
"-241","-19","-0.27","0.12","0.77","1.1","-15","-4"
"343","-12","0.22","0.05","0.21","0.2","-16","6"
"-23","42","-0.28","0.18","0.59","0.5","-15","-10"
"-83","31","0.48","0.07","0.6","0.4","-16","3"
"-47","30","0.68","0.07","0.57","1.1","-15","3"
"-18","30","0.69","0.05","0.53","1.6","-14","5"
"8","30","0.55","0.08","0.53","2.2","-14","1"
"-2","30","0.21","0.08","0.54","2.8","-13","-2"
"-33","30","-0.21","0.1","0.58","2.8","-13","-4"
"19","26","-0.62","0.07","0.5","-0.2","-16","5"
"188","29","-0.19","0","0.32","-1.3","-17","15"
"268","31","0.03","0.02","0.25","-1.4","-17","12"
"442","40","0.46","-0.07","0.08","-1","-17","14"
"289","51","0.74","0.24","0.33","0.1","-16","-15"
"189","53","0.75","0.32","0.45","0.5","-15","-21"
"23","55","0.74","0.27","0.59","1.1","-15","-21"
"-171","54","0.61","0.44","0.82","1.7","-14","-33"
"-687","38","0.14","-0.18","1.16","2.4","-14","-8"
"-313","14","-0.28","-0.04","0.77","2.2","-14","12"
"-144","8","-0.46","-0.11","0.61","1.7","-14","13"
"25","7","-0.64","-0.05","0.45","1.2","-15","16"
"155","8","-0.71","-0.11","0.33","0.6","-15","18"
"499","31","0.05","0.27","0.12","-1.1","-17","-7"
"112","47","0.51","0.34","0.53","0.1","-16","-23"
"-492","31","-0.26","0.17","1.02","0.9","-15","-10"
"-656","10","-0.64","0.18","1.17","-0.3","-16","-10"
"-674","-9","-0.39","0.11","1.15","-1.2","-17","2"
"-419","-30","0.23","-0.05","0.85","-1.3","-17","19"
"-250","-36","0.49","-0.04","0.71","-1","-17","16"
"-74","-39","0.65","0.05","0.59","0.1","-16","3"
"-149","-43","-0.03","0.16","0.7","1.1","-15","-8"
"-253","-47","-0.43","0.16","0.8","0.8","-15","-8"
"-294","-50","-0.47","0.2","0.84","0.5","-15","-8"
"-338","-66","-0.25","0.07","0.82","-0.7","-17","9"
"62","-72","0.29","-0.06","0.42","-0.7","-17","17"
"327","-67","0.66","-0.02","0.18","0.2","-16","16"
"495","-57","0.44","-0.02","0.04","1","-15","12"
"591","-48","0.12","0.01","-0.04","1.3","-15","8"
"640","-42","-0.09","0.08","-0.08","1.3","-15","8"
"606","-29","-0.46","0.19","0.01","1","-15","-7"
"467","-18","-0.71","0.21","0.17","0.3","-16","-15"
"355","-11","-0.74","0.15","0.25","-0.6","-16","-9"
"256","-5","-0.53","0.22","0.36","-1.3","-17","-13"
"42","2","0.31","0.2","0.53","-1.7","-18","-8"
"-12","3","0.55","0.04","0.56","-1.4","-17","-7"
"81","4","0.63","0.13","0.46","0.3","-16","1"
"77","5","0.39","0.1","0.47","0.9","-15","0"
"17","8","0.09","0.1","0.52","1","-15","-1"
"-20","9","0.22","0.21","0.59","1.4","-15","-11"
"-186","5","0.14","0.21","0.75","1.8","-14","-12"
"-449","-11","-0.34","0.15","0.97","1.5","-15","-7"
"-495","-18","-0.44","0.14","1","1.2","-15","-6"
"-539","-26","-0.49","0.1","1.04","0.7","-15","-4"
"100","23","-0.21","0.17","1.42","-0.5","-8","-10"
"-31","22","0.12","0.03","1.44","-0.7","-9","6"
