"diffRollRate","diffDiffClb","SeTime1","SeTime2","SeTime3","SeTime4","SeTime5","SeTime6"
"0.007","-0.3","0.017","0.016","0.016","0.016","0.016","0.016"
"-0.004","1.5","0.016","0.017","0.017","0.017","0.017","0.017"
"0.004","0","0.017","0.017","0.017","0.016","0.016","0.015"
"-0.002","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.001","4.8","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.006","1.4","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.005","-0.6","0.015","0.015","0.015","0.015","0.015","0.016"
"0.004","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.012","-0.9","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.013","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.01","0","0.016","0.017","0.017","0.018","0.018","0.018"
"-0.01","0","0.015","0.015","0.015","0.015","0.015","0.016"
"0.009","-0.2","0.015","0.015","0.015","0.015","0.015","0.015"
"0.003","-0.1","0.017","0.016","0.016","0.016","0.016","0.016"
"-0.009","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.008","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0","-0.2","0.016","0.016","0.016","0.016","0.016","0.016"
"0.006","-0.1","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.003","-0.8","0.016","0.017","0.017","0.017","0.017","0.017"
"-0.006","0","0.016","0.016","0.016","0.016","0.016","0.016"
"0","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","-0.5","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","-0.1","0.017","0.018","0.018","0.019","0.019","0.019"
"-0.011","-0.9","0.014","0.014","0.014","0.014","0.014","0.014"
"0.009","0.1","0.015","0.013","0.013","0.013","0.013","0.013"
"0.003","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","-0.7","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0","0","0.016","0.016","0.016","0.016","0.016","0.016"
"-0.006","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.007","0","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.001","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.007","-0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.008","0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.003","-0.1","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.013","0.1","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.011","0","0.029","0.029","0.029","0.029","0.029","0.029"
"0.024","-0.1","0.029","0.029","0.029","0.029","0.029","0.029"
"0.012","0.7","0.031","0.032","0.032","0.032","0.032","0.032"
"0.012","0.3","0.031","0.031","0.031","0.032","0.032","0.032"
"0.004","0.2","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.008","0.8","0.027","0.029","0.029","0.029","0.029","0.029"
"-0.013","-0.8","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.014","0","0.028","0.028","0.028","0.028","0.028","0.028"
"0.02","-0.4","0.027","0.028","0.028","0.028","0.028","0.028"
"0.019","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"0.022","-0.5","0.026","0.026","0.026","0.026","0.026","0.026"
"0.024","-0.7","0.03","0.03","0.03","0.029","0.029","0.028"
"-0.015","-0.5","0.026","0.03","0.03","0.03","0.03","0.03"
"-0.025","0.9","0.025","0.025","0.025","0.025","0.025","0.025"
"0.011","-0.4","0.026","0.026","0.026","0.026","0.026","0.026"
"0.017","-0.7","0.027","0.027","0.027","0.027","0.027","0.027"
"0.015","-0.3","0.028","0.028","0.028","0.028","0.028","0.028"
"0.008","0.4","0.028","0.028","0.028","0.028","0.028","0.029"
"-0.022","1.7","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.009","0","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.007","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"0.011","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"0.007","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.023","-0.7","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.013","-0.7","0.024","0.023","0.023","0.023","0.023","0.023"
"-0.012","-1","0.025","0.024","0.024","0.023","0.023","0.023"
"-0.011","-1.9","0.026","0.026","0.026","0.026","0.026","0.026"
"0.009","-0.3","0.024","0.024","0.024","0.024","0.024","0.024"
"0.024","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.016","-1.4","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.006","-0.6","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.012","-0.6","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.021","-0.6","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.02","-0.1","0.022","0.022","0.022","0.022","0.022","0.023"
"0.024","0","0.024","0.024","0.024","0.024","0.024","0.024"
"0.026","0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.01","-0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.01","-0.6","0.022","0.024","0.024","0.024","0.024","0.024"
"-0.01","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.018","-0.3","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.017","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.001","-0.5","0.025","0.025","0.025","0.025","0.025","0.025"
"0.007","0","0.024","0.024","0.024","0.024","0.024","0.024"
"0.018","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.001","0.4","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.014","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.008","0.6","0.023","0.023","0.023","0.023","0.023","0.023"
"0.017","0.4","0.023","0.023","0.023","0.023","0.023","0.023"
"0.003","-0.7","0.022","0.022","0.022","0.022","0.022","0.022"
"0.003","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.003","1.3","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.008","-0.1","0.023","0.023","0.023","0.021","0.021","0.021"
"-0.008","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.01","-1.3","0.023","0.023","0.023","0.023","0.023","0.023"
"0.007","-0.1","0.022","0.022","0.022","0.022","0.022","0.023"
"-0.014","-3","0.05","0.05","0.05","0.05","0.05","0.05"
"0.004","-0.2","0.049","0.049","0.049","0.049","0.049","0.049"
"0.01","-0.7","0.046","0.046","0.046","0.046","0.046","0.046"
"0.014","1","0.039","0.042","0.042","0.044","0.044","0.044"
"0.012","-0.2","0.036","0.036","0.036","0.036","0.036","0.036"
"0.012","-0.9","0.038","0.038","0.038","0.038","0.038","0.038"
"-0.012","-1.1","0.04","0.04","0.04","0.04","0.04","0.04"
"-0.013","0.1","0.042","0.042","0.042","0.042","0.042","0.042"
"-0.02","-0.3","0.045","0.045","0.045","0.045","0.045","0.045"
"0.01","-0.3","0.044","0.044","0.044","0.044","0.044","0.044"
"0.012","-0.2","0.042","0.042","0.042","0.042","0.042","0.042"
"-0.005","-0.1","0.042","0.042","0.042","0.042","0.042","0.042"
"-0.014","0.4","0.035","0.035","0.035","0.035","0.035","0.035"
"0.01","-0.2","0.036","0.036","0.036","0.034","0.034","0.034"
"0.009","-0.1","0.037","0.037","0.037","0.037","0.037","0.037"
"-0.008","0","0.038","0.039","0.039","0.039","0.039","0.039"
"-0.011","-0.2","0.035","0.035","0.035","0.035","0.035","0.035"
"0.004","-0.2","0.034","0.034","0.034","0.034","0.034","0.034"
"0.003","-0.2","0.034","0.034","0.034","0.034","0.034","0.034"
"0.003","-0.2","0.033","0.034","0.034","0.034","0.034","0.034"
"-0.008","-0.1","0.032","0.032","0.032","0.032","0.032","0.032"
"0.01","-0.1","0.03","0.03","0.03","0.03","0.03","0.03"
"0.003","-0.2","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.002","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"0.006","-0.1","0.03","0.029","0.029","0.029","0.029","0.029"
"0.01","-3.3","0.033","0.033","0.033","0.033","0.033","0.033"
"0.001","-1.4","0.029","0.029","0.029","0.029","0.029","0.029"
"-0.01","-1.4","0.024","0.024","0.024","0.024","0.024","0.024"
"0","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.006","-0.2","0.029","0.029","0.029","0.029","0.029","0.029"
"0.007","-0.1","0.025","0.027","0.027","0.029","0.029","0.029"
"0.018","1.8","0.022","0.022","0.022","0.022","0.022","0.022"
"0.017","-0.9","0.023","0.023","0.023","0.023","0.023","0.022"
"-0.012","1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.011","0.5","0.028","0.027","0.027","0.027","0.027","0.027"
"-0.011","-0.1","0.028","0.028","0.028","0.028","0.028","0.028"
"0.002","0.2","0.026","0.027","0.027","0.027","0.027","0.027"
"0.004","-0.8","0.025","0.025","0.025","0.025","0.025","0.025"
"0.009","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.002","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.014","0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.011","1.9","0.023","0.023","0.023","0.023","0.023","0.023"
"0.014","-0.2","0.023","0.022","0.022","0.022","0.022","0.022"
"0.006","0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.005","0.1","0.023","0.024","0.024","0.024","0.024","0.024"
"-0.011","-0.1","0.023","0.023","0.023","0.023","0.023","0.023"
"0.01","0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.004","-0.1","0.023","0.024","0.024","0.024","0.024","0.024"
"-0.007","-0.6","0.021","0.021","0.021","0.021","0.021","0.021"
"0.003","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.012","0.5","0.022","0.022","0.022","0.022","0.022","0.022"
"0.002","-0.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.001","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.002","-0.9","0.02","0.019","0.019","0.019","0.019","0.019"
"0.019","0.8","0.022","0.022","0.022","0.022","0.022","0.022"
"0.006","0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.005","-0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"0.001","-0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.013","0","0.021","0.021","0.021","0.021","0.021","0.021"
"0.003","0.5","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.004","-1.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.5","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.005","-0.1","0.019","0.02","0.02","0.021","0.021","0.021"
"-0.006","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","-3.6","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.003","0.4","0.021","0.021","0.021","0.021","0.021","0.021"
"0.012","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"0.001","-0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","0","0.02","0.02","0.02","0.02","0.02","0.02"
"0.006","5.3","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.009","0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.009","0.6","0.02","0.018","0.018","0.018","0.018","0.018"
"-0.009","-0.3","0.019","0.019","0.019","0.019","0.019","0.02"
"-0.014","-0.4","0.021","0.022","0.022","0.022","0.022","0.022"
"0.007","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.011","0","0.019","0.018","0.018","0.018","0.018","0.018"
"-0.006","-0.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.006","0","0.021","0.022","0.022","0.022","0.022","0.022"
"-0.012","-0.2","0.02","0.021","0.021","0.021","0.021","0.021"
"-0.003","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.014","-0.2","0.018","0.017","0.017","0.017","0.017","0.017"
"0.004","0.8","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.009","2","0.024","0.024","0.024","0.024","0.024","0.024"
"-0.017","-0.4","0.019","0.021","0.021","0.024","0.024","0.024"
"-0.009","-0.3","0.016","0.016","0.016","0.016","0.016","0.016"
"0.008","-0.2","0.02","0.02","0.02","0.019","0.019","0.019"
"0.004","0.7","0.022","0.022","0.022","0.022","0.022","0.021"
"-0.004","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.003","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.005","0","0.02","0.022","0.022","0.022","0.022","0.022"
"0.003","0.3","0.018","0.018","0.018","0.019","0.019","0.019"
"0.01","-0.4","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.01","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.007","0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.009","0.4","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","0","0.019","0.02","0.02","0.02","0.02","0.02"
"0.006","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.012","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.013","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"0.001","0.1","0.018","0.019","0.019","0.019","0.019","0.019"
"0.003","0.6","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.026","-0.2","0.017","0.017","0.017","0.018","0.018","0.019"
"-0.025","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.015","2.2","0.016","0.016","0.016","0.016","0.016","0.016"
"0.006","1.3","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.002","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.013","-0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.003","0","0.016","0.016","0.016","0.016","0.016","0.016"
"0.006","0.3","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","-0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.004","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.015","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.002","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","-4.9","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","-0.8","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.011","0.1","0.02","0.021","0.021","0.021","0.021","0.021"
"-0.011","0","0.018","0.02","0.02","0.021","0.021","0.021"
"-0.011","3.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.009","-3.7","0.019","0.019","0.019","0.019","0.019","0.019"
"0.013","-0.2","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.007","0.4","0.019","0.02","0.02","0.02","0.02","0.02"
"-0.01","-0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"0.013","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.006","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.021","0.2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.005","-1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.01","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.007","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.011","-3.9","0.022","0.022","0.022","0.022","0.022","0.022"
"0.008","-0.4","0.022","0.022","0.022","0.022","0.022","0.022"
"0.001","-0.8","0.022","0.022","0.022","0.022","0.022","0.022"
"0.001","-0.5","0.021","0.022","0.022","0.022","0.022","0.022"
"-0.014","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.018","2.3","0.018","0.018","0.018","0.018","0.018","0.018"
"0.012","0","0.017","0.017","0.017","0.017","0.017","0.017"
"0.004","-2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.008","-0.5","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.022","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.006","1.3","0.015","0.015","0.015","0.015","0.015","0.015"
"-0.011","-1.8","0.022","0.019","0.019","0.017","0.017","0.016"
"-0.018","1.2","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.012","-1.7","0.016","0.016","0.016","0.016","0.016","0.016"
"0.015","-3.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.002","0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.012","0.2","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.012","0","0.02","0.022","0.022","0.022","0.022","0.022"
"-0.014","1.2","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.019","-0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.016","1.7","0.014","0.014","0.014","0.015","0.015","0.017"
"0.005","4.4","0.015","0.014","0.014","0.014","0.014","0.014"
"0.013","1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.012","-0.9","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.009","0","0.022","0.023","0.023","0.023","0.023","0.023"
"-0.01","0.5","0.02","0.02","0.02","0.02","0.02","0.02"
"0.006","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.008","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.006","-0.1","0.019","0.018","0.018","0.018","0.018","0.018"
"-0.003","-3.7","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.003","0.6","0.017","0.017","0.017","0.017","0.017","0.017"
"0.014","0.7","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.006","1.5","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"0.015","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.01","1.1","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.005","0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.021","0.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.001","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.001","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"0.018","-0.7","0.017","0.017","0.017","0.017","0.017","0.017"
"0.001","0.9","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.009","-2.4","0.022","0.022","0.022","0.022","0.022","0.022"
"-0.014","-0.9","0.016","0.016","0.016","0.016","0.016","0.017"
"0.005","0.5","0.015","0.015","0.015","0.015","0.015","0.015"
"0.002","0","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.011","-1.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.007","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.011","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.009","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.005","0.2","0.017","0.018","0.018","0.019","0.019","0.019"
"-0.005","-0.1","0.016","0.016","0.016","0.016","0.016","0.017"
"0.012","-0.1","0.016","0.015","0.015","0.015","0.015","0.015"
"0.005","-4.2","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.018","0.3","0.023","0.023","0.023","0.023","0.023","0.023"
"-0.012","0.3","0.02","0.02","0.02","0.02","0.02","0.02"
"0.009","3.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.02","0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.002","-2.9","0.02","0.019","0.019","0.019","0.019","0.019"
"-0.002","0","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.005","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.004","-0.2","0.018","0.019","0.019","0.019","0.019","0.019"
"0","-0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.011","-0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.011","0","0.018","0.018","0.018","0.018","0.018","0.018"
"0.007","0.1","0.018","0.018","0.018","0.018","0.018","0.018"
"0.012","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.007","0","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.004","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"0.007","-0.1","0.019","0.018","0.018","0.018","0.018","0.018"
"-0.002","0","0.019","0.019","0.019","0.019","0.019","0.019"
"0.012","-0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.01","-0.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.013","-0.2","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.011","0.1","0.017","0.017","0.017","0.017","0.017","0.017"
"-0.025","0.4","0.016","0.016","0.016","0.016","0.016","0.016"
"0.007","-2","0.02","0.02","0.02","0.02","0.02","0.02"
"0.013","0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"0.004","0.6","0.018","0.018","0.018","0.018","0.018","0.018"
"-0.009","-0.1","0.018","0.017","0.017","0.017","0.017","0.017"
"-0.018","-4.2","0.021","0.021","0.021","0.021","0.021","0.021"
"0.01","0.1","0.017","0.018","0.018","0.018","0.018","0.018"
"0.021","1.5","0.016","0.015","0.015","0.015","0.015","0.015"
"0.017","-0.4","0.02","0.02","0.02","0.02","0.02","0.02"
"0.008","2.1","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.012","-0.6","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.025","-0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"0.005","-0.1","0.017","0.018","0.018","0.018","0.018","0.018"
"0.005","-1.6","0.016","0.016","0.016","0.016","0.016","0.016"
"0.01","-1.1","0.015","0.015","0.015","0.015","0.015","0.015"
"0.018","-0.7","0.017","0.016","0.016","0.016","0.016","0.016"
"-0.003","0.3","0.02","0.02","0.02","0.02","0.02","0.019"
"-0.003","0","0.023","0.023","0.023","0.022","0.022","0.02"
"-0.02","0","0.02","0.02","0.02","0.022","0.022","0.023"
"-0.016","3.1","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.004","0.2","0.018","0.018","0.018","0.018","0.018","0.018"
"0.019","-0.2","0.019","0.018","0.018","0.017","0.017","0.017"
"0.017","-0.1","0.02","0.02","0.02","0.02","0.02","0.02"
"-0.014","0.3","0.019","0.019","0.019","0.019","0.019","0.019"
"-0.002","0.4","0.018","0.018","0.018","0.018","0.018","0.018"
"0.005","0.2","0.019","0.019","0.019","0.019","0.019","0.019"
"0.003","-0.9","0.058","0.058","0.058","0.058","0.058","0.058"
"0.003","0","0.056","0.056","0.056","0.056","0.056","0.058"
"0.007","-0.2","0.052","0.052","0.052","0.052","0.052","0.052"
"-0.009","-1.2","0.052","0.054","0.054","0.054","0.054","0.054"
"-0.009","0.8","0.051","0.051","0.051","0.051","0.051","0.051"
"-0.009","1.5","0.049","0.051","0.051","0.051","0.051","0.051"
"-0.012","-0.3","0.048","0.048","0.048","0.048","0.048","0.048"
"0.008","-0.2","0.047","0.047","0.047","0.047","0.047","0.047"
"0.007","-0.2","0.047","0.047","0.047","0.047","0.047","0.047"
"0.011","0.5","0.045","0.045","0.045","0.045","0.045","0.045"
"0.012","-0.7","0.048","0.048","0.048","0.048","0.048","0.048"
"-0.002","-0.4","0.048","0.048","0.048","0.048","0.048","0.048"
"-0.012","1","0.047","0.047","0.047","0.047","0.047","0.047"
"0.001","1.3","0.044","0.044","0.044","0.044","0.044","0.044"
"0.002","-0.8","0.042","0.042","0.042","0.042","0.042","0.042"
"0.014","-0.1","0.042","0.042","0.042","0.042","0.042","0.042"
"0.016","-0.3","0.041","0.041","0.041","0.041","0.041","0.041"
"-0.005","-0.6","0.042","0.042","0.042","0.042","0.042","0.042"
"-0.014","0.7","0.038","0.038","0.038","0.038","0.038","0.038"
"-0.016","0.5","0.036","0.036","0.036","0.036","0.036","0.036"
"0.014","-0.2","0.035","0.035","0.035","0.035","0.035","0.035"
"0.013","-0.1","0.04","0.04","0.04","0.04","0.04","0.04"
"-0.008","-0.3","0.042","0.042","0.042","0.042","0.042","0.042"
"-0.012","-0.3","0.041","0.042","0.042","0.042","0.042","0.042"
"-0.01","0.3","0.039","0.039","0.039","0.039","0.039","0.039"
"0.011","-0.2","0.035","0.035","0.035","0.035","0.035","0.035"
"-0.01","-0.4","0.036","0.036","0.036","0.036","0.036","0.036"
"-0.014","-0.1","0.035","0.035","0.035","0.035","0.035","0.035"
"-0.004","0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"0.044","0.5","0.031","0.031","0.031","0.031","0.031","0.031"
"0.027","-1.8","0.038","0.038","0.038","0.038","0.038","0.036"
"-0.006","0.1","0.037","0.037","0.037","0.037","0.037","0.037"
"-0.011","-0.2","0.036","0.037","0.037","0.037","0.037","0.037"
"-0.012","0","0.034","0.034","0.034","0.034","0.034","0.034"
"0.005","0.1","0.03","0.029","0.029","0.029","0.029","0.029"
"-0.006","-0.2","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.011","-0.1","0.03","0.03","0.03","0.03","0.03","0.03"
"0.009","0","0.029","0.029","0.029","0.029","0.029","0.029"
"0.014","0.1","0.031","0.031","0.031","0.031","0.031","0.031"
"0.012","-0.2","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.016","-0.1","0.029","0.029","0.029","0.029","0.029","0.03"
"-0.009","1.5","0.025","0.025","0.025","0.025","0.025","0.025"
"0.012","0.3","0.028","0.028","0.028","0.028","0.028","0.028"
"0.011","-1.1","0.029","0.029","0.029","0.029","0.029","0.028"
"0.01","-0.3","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.016","0","0.031","0.031","0.031","0.031","0.031","0.031"
"-0.016","-0.1","0.03","0.03","0.03","0.03","0.03","0.03"
"-0.026","0.4","0.029","0.029","0.029","0.029","0.029","0.029"
"0.011","2.3","0.026","0.026","0.026","0.026","0.026","0.026"
"0.032","-0.1","0.026","0.026","0.026","0.026","0.026","0.026"
"0.027","-0.2","0.028","0.028","0.028","0.028","0.028","0.028"
"0.002","-1.5","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.023","0.8","0.028","0.028","0.028","0.028","0.028","0.028"
"-0.029","-0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.027","0.1","0.028","0.028","0.028","0.027","0.027","0.027"
"-0.012","-1.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.03","-2","0.025","0.025","0.025","0.025","0.025","0.025"
"0.026","0.8","0.027","0.027","0.027","0.027","0.027","0.027"
"0.004","0.1","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.007","-0.5","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.013","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.026","0.1","0.026","0.028","0.028","0.028","0.028","0.028"
"-0.025","-0.1","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.006","-0.5","0.024","0.024","0.024","0.024","0.024","0.024"
"0.013","-0.1","0.024","0.024","0.024","0.024","0.024","0.024"
"0.012","-0.2","0.025","0.025","0.025","0.025","0.025","0.025"
"-0.022","0","0.026","0.026","0.026","0.026","0.026","0.026"
"0.004","-0.1","0.022","0.022","0.022","0.022","0.022","0.022"
"0.007","2.5","0.023","0.023","0.023","0.023","0.023","0.023"
"0.015","-0.2","0.024","0.024","0.024","0.024","0.024","0.024"
"0.012","-0.6","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.027","-0.4","0.026","0.026","0.026","0.026","0.026","0.026"
"-0.026","-0.2","0.027","0.027","0.027","0.027","0.027","0.027"
"-0.006","0.5","0.026","0.026","0.026","0.026","0.026","0.026"
"0.018","0.4","0.021","0.021","0.021","0.021","0.021","0.021"
"-0.002","0.6","0.022","0.022","0.022","0.022","0.022","0.022"
